2022-06-11 16:49:00.872,Duty Cycle (%),LDR 3
2022-06-11 16:51:04.072,20,3067
2022-06-11 16:51:05.074,20,3093
2022-06-11 16:51:06.075,20,3091
2022-06-11 16:51:07.074,20,3089
2022-06-11 16:51:08.074,20,3089
2022-06-11 16:51:09.075,20,3090
2022-06-11 16:51:10.075,20,3088
2022-06-11 16:51:11.074,20,3089
2022-06-11 16:51:12.072,20,3093
2022-06-11 16:51:13.072,20,3090
2022-06-11 16:51:14.172,30,3264
2022-06-11 16:51:15.174,30,3267
2022-06-11 16:51:16.173,30,3267
2022-06-11 16:51:17.174,30,3266
2022-06-11 16:51:18.175,30,3271
2022-06-11 16:51:19.173,30,3269
2022-06-11 16:51:20.173,30,3264
2022-06-11 16:51:21.174,30,3270
2022-06-11 16:51:22.175,30,3268
2022-06-11 16:51:23.175,30,3269
2022-06-11 16:51:24.173,30,3265
2022-06-11 16:51:25.272,40,3386
2022-06-11 16:51:26.276,40,3385
2022-06-11 16:51:27.274,40,3387
2022-06-11 16:51:28.277,40,3391
2022-06-11 16:51:29.275,40,3387
2022-06-11 16:51:30.274,40,3383
2022-06-11 16:51:31.275,40,3505
2022-06-11 16:51:32.274,40,3386
2022-06-11 16:51:33.276,40,3388
2022-06-11 16:51:34.274,40,3377
2022-06-11 16:51:35.273,40,3389
2022-06-11 16:51:36.375,50,3468
2022-06-11 16:51:37.373,50,3472
2022-06-11 16:51:38.375,50,3477
2022-06-11 16:51:39.372,50,3472
2022-06-11 16:51:40.376,50,3472
2022-06-11 16:51:41.374,50,3469
2022-06-11 16:51:42.375,50,3472
2022-06-11 16:51:43.377,50,3472
2022-06-11 16:51:44.375,50,3478
2022-06-11 16:51:45.373,50,3472
2022-06-11 16:51:46.374,50,3473
2022-06-11 16:51:47.475,60,3537
2022-06-11 16:51:48.476,60,3535
2022-06-11 16:51:49.473,60,3536
2022-06-11 16:51:50.477,60,3536
2022-06-11 16:51:51.476,60,3536
2022-06-11 16:51:52.476,60,3536
2022-06-11 16:51:53.477,60,3536
2022-06-11 16:51:54.476,60,3536
2022-06-11 16:51:55.475,60,3536
2022-06-11 16:51:56.475,60,3536
2022-06-11 16:51:57.475,60,3536
2022-06-11 16:51:58.573,70,3583
2022-06-11 16:51:59.573,70,3599
2022-06-11 16:52:00.574,70,3595
2022-06-11 16:52:01.577,70,3594
2022-06-11 16:52:02.576,70,3597
2022-06-11 16:52:03.573,70,3599
2022-06-11 16:52:04.576,70,3595
2022-06-11 16:52:05.577,70,3595
2022-06-11 16:52:06.575,70,3597
2022-06-11 16:52:07.575,70,3597
2022-06-11 16:52:08.574,70,3595
2022-06-11 16:52:09.677,80,3642
2022-06-11 16:52:10.675,80,3638
2022-06-11 16:52:11.677,80,3641
2022-06-11 16:52:12.684,80,3641
2022-06-11 16:52:13.677,80,3637
2022-06-11 16:52:14.677,80,3637
2022-06-11 16:52:15.675,80,3638
2022-06-11 16:52:16.673,80,3642
2022-06-11 16:52:17.676,80,3641
2022-06-11 16:52:18.678,80,3637
2022-06-11 16:52:19.674,80,3643
2022-06-11 16:52:20.774,90,3680
2022-06-11 16:52:21.776,90,3670
2022-06-11 16:52:22.775,90,3679
2022-06-11 16:52:23.774,90,3681
2022-06-11 16:52:24.774,90,3678
2022-06-11 16:52:25.777,90,3679
2022-06-11 16:52:26.776,90,3679
2022-06-11 16:52:27.776,90,3680
2022-06-11 16:52:28.778,90,3679
2022-06-11 16:52:29.777,90,3681
2022-06-11 16:52:30.776,90,3680
2022-06-11 16:52:31.877,100,3698
2022-06-11 16:52:32.877,100,3711
2022-06-11 16:52:33.875,100,3709
2022-06-11 16:52:34.875,100,3712
2022-06-11 16:52:35.876,100,3712
2022-06-11 16:52:36.877,100,3714
2022-06-11 16:52:37.878,100,3711
2022-06-11 16:52:38.874,100,3711
2022-06-11 16:52:39.875,100,3709
2022-06-11 16:52:40.875,100,3707
2022-06-11 16:52:41.876,100,3712
