2022-06-11 16:42:16.754,Duty Cycle (%),LDR 2
2022-06-11 16:43:11.256,4,1383
2022-06-11 16:43:12.357,5,1514
2022-06-11 16:43:13.355,5,1515
2022-06-11 16:43:14.364,5,1513
2022-06-11 16:43:15.353,5,1511
2022-06-11 16:43:16.355,5,1515
2022-06-11 16:43:17.355,5,1483
2022-06-11 16:43:18.357,5,1510
2022-06-11 16:43:19.356,5,1515
2022-06-11 16:43:20.357,5,1511
2022-06-11 16:43:21.356,5,1516
2022-06-11 16:43:22.363,5,1515
2022-06-11 16:43:23.453,6,1625
2022-06-11 16:43:24.453,6,1624
2022-06-11 16:43:25.457,6,1629
2022-06-11 16:43:26.453,6,1626
2022-06-11 16:43:27.455,6,1623
2022-06-11 16:43:28.455,6,1626
2022-06-11 16:43:29.454,6,1621
2022-06-11 16:43:30.453,6,1626
2022-06-11 16:43:31.454,6,1629
2022-06-11 16:43:32.455,6,1625
2022-06-11 16:43:33.454,6,1626
2022-06-11 16:43:34.557,7,1729
2022-06-11 16:43:35.557,7,1730
2022-06-11 16:43:36.557,7,1728
2022-06-11 16:43:37.556,7,1737
2022-06-11 16:43:38.557,7,1733
2022-06-11 16:43:39.554,7,1727
2022-06-11 16:43:40.558,7,1733
2022-06-11 16:43:41.554,7,1729
2022-06-11 16:43:42.554,7,1730
2022-06-11 16:43:43.558,7,1735
2022-06-11 16:43:44.556,7,1731
2022-06-11 16:43:45.656,8,1813
2022-06-11 16:43:46.656,8,1840
2022-06-11 16:43:47.657,8,1817
2022-06-11 16:43:48.657,8,1808
2022-06-11 16:43:49.657,8,1813
2022-06-11 16:43:50.657,8,1821
2022-06-11 16:43:51.657,8,1813
2022-06-11 16:43:52.655,8,1841
2022-06-11 16:43:53.656,8,1815
2022-06-11 16:43:54.655,8,1798
2022-06-11 16:43:55.657,8,1815
2022-06-11 16:43:56.765,9,1888
2022-06-11 16:43:57.756,9,1889
2022-06-11 16:43:58.755,9,1891
2022-06-11 16:43:59.754,9,1891
2022-06-11 16:44:00.758,9,1893
2022-06-11 16:44:01.758,9,1889
2022-06-11 16:44:02.756,9,1909
2022-06-11 16:44:03.757,9,1893
2022-06-11 16:44:04.756,9,1890
2022-06-11 16:44:05.756,9,1857
2022-06-11 16:44:06.755,9,1887
2022-06-11 16:44:07.855,10,1959
2022-06-11 16:44:08.855,10,1957
2022-06-11 16:44:09.855,10,1959
2022-06-11 16:44:10.857,10,2005
2022-06-11 16:44:11.858,10,1959
2022-06-11 16:44:12.857,10,1958
2022-06-11 16:44:13.865,10,1958
2022-06-11 16:44:14.856,10,1955
2022-06-11 16:44:15.855,10,1957
2022-06-11 16:44:16.856,10,1962
2022-06-11 16:44:17.857,10,1957
2022-06-11 16:44:18.957,20,2421
2022-06-11 16:44:19.958,20,2430
2022-06-11 16:44:20.958,20,2430
2022-06-11 16:44:21.956,20,2432
2022-06-11 16:44:22.965,20,2431
2022-06-11 16:44:23.958,20,2431
2022-06-11 16:44:24.958,20,2432
2022-06-11 16:44:25.958,20,2432
2022-06-11 16:44:26.957,20,2430
2022-06-11 16:44:27.958,20,2431
2022-06-11 16:44:28.958,20,2432
2022-06-11 16:44:30.057,30,2690
2022-06-11 16:44:31.057,30,2695
2022-06-11 16:44:32.058,30,2754
2022-06-11 16:44:33.057,30,2690
2022-06-11 16:44:34.058,30,2695
2022-06-11 16:44:35.059,30,2690
2022-06-11 16:44:36.057,30,2691
2022-06-11 16:44:37.058,30,2689
2022-06-11 16:44:38.057,30,2691
2022-06-11 16:44:39.056,30,2691
2022-06-11 16:44:40.060,30,2692
2022-06-11 16:44:41.157,40,2872
2022-06-11 16:44:42.157,40,2869
2022-06-11 16:44:43.158,40,2875
2022-06-11 16:44:44.159,40,2867
2022-06-11 16:44:45.158,40,2871
2022-06-11 16:44:46.157,40,2870
2022-06-11 16:44:47.163,40,2862
2022-06-11 16:44:48.160,40,2870
2022-06-11 16:44:49.156,40,2864
2022-06-11 16:44:50.159,40,2880
2022-06-11 16:44:51.159,40,2868
2022-06-11 16:44:52.259,50,3005
2022-06-11 16:44:53.258,50,2998
2022-06-11 16:44:54.256,50,3001
2022-06-11 16:44:55.256,50,2997
2022-06-11 16:44:56.257,50,2999
2022-06-11 16:44:57.256,50,2997
2022-06-11 16:44:58.257,50,2999
2022-06-11 16:44:59.256,50,2999
2022-06-11 16:45:00.259,50,2993
2022-06-11 16:45:01.257,50,2997
2022-06-11 16:45:02.259,50,3001
2022-06-11 16:45:03.357,60,3103
2022-06-11 16:45:04.359,60,3157
2022-06-11 16:45:05.359,60,3093
2022-06-11 16:45:06.357,60,3099
2022-06-11 16:45:07.365,60,3102
2022-06-11 16:45:08.357,60,3104
2022-06-11 16:45:09.358,60,3102
2022-06-11 16:45:10.358,60,3101
2022-06-11 16:45:11.358,60,3103
2022-06-11 16:45:12.359,60,3098
2022-06-11 16:45:13.357,60,3104
2022-06-11 16:45:14.459,70,3180
2022-06-11 16:45:15.458,70,3181
2022-06-11 16:45:16.459,70,3179
2022-06-11 16:45:17.459,70,3178
2022-06-11 16:45:18.459,70,3179
2022-06-11 16:45:19.459,70,3181
2022-06-11 16:45:20.460,70,3181
2022-06-11 16:45:21.457,70,3179
2022-06-11 16:45:22.458,70,3181
2022-06-11 16:45:23.458,70,3184
2022-06-11 16:45:24.461,70,3181
2022-06-11 16:45:25.557,80,3239
2022-06-11 16:45:26.557,80,3246
2022-06-11 16:45:27.560,80,3246
2022-06-11 16:45:28.559,80,3247
2022-06-11 16:45:29.558,80,3245
2022-06-11 16:45:30.560,80,3149
2022-06-11 16:45:31.557,80,3248
2022-06-11 16:45:32.560,80,3247
2022-06-11 16:45:33.558,80,3248
2022-06-11 16:45:34.558,80,3246
2022-06-11 16:45:35.559,80,3244
2022-06-11 16:45:36.658,90,3300
2022-06-11 16:45:37.658,90,3302
2022-06-11 16:45:38.660,90,3298
2022-06-11 16:45:39.660,90,3301
2022-06-11 16:45:40.660,90,3297
2022-06-11 16:45:41.657,90,3301
2022-06-11 16:45:42.658,90,3298
2022-06-11 16:45:43.660,90,3305
2022-06-11 16:45:44.660,90,3303
2022-06-11 16:45:45.661,90,3302
2022-06-11 16:45:46.658,90,3298
2022-06-11 16:45:47.758,100,3347
2022-06-11 16:45:48.761,100,3344
2022-06-11 16:45:49.760,100,3344
2022-06-11 16:45:50.757,100,3344
2022-06-11 16:45:51.758,100,3344
2022-06-11 16:45:52.761,100,3344
2022-06-11 16:45:53.761,100,3345
2022-06-11 16:45:54.759,100,3345
2022-06-11 16:45:55.758,100,3346
2022-06-11 16:45:56.761,100,3344
2022-06-11 16:45:57.759,100,3344
